tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0019_x00900_y01800.png",900,1800,qwen-vl-ocr,"45 245 105 | 700 | 2 | ГОСТ14098-2014 H1-Pш | 1 | ГОСТ14098-2014 H1-Pш","","ГОСТ 14098",""
"page01_tile0020_x01800_y01800.png",1800,1800,qwen-vl-ocr,"Разрез 1-1 | 14098-2014-T2-PФ 5 ГОСТ 14098-20 | обварить по | ГОСТ 14 | 100 100 | 350 50 50 6 6 | 10","100 | 50 | 50 | 6","14098-2014-T2-PФ","No text found"
"page01_tile0021_x02700_y01800.png",2700,1800,qwen-vl-ocr,"3д3 | 98-2014-T12-P3 | ть по контуру | Ред.1 | СТ 14098-2014-Т2-РФ | 2","50 | 50 | 300 | 200","","No text found"
"page01_tile0022_x03600_y01800.png",3600,1800,qwen-vl-ocr,"Разрез 2-2 | 8 | 9 | 12 | 300 | 50 | 200 | 50 | 8 | 350 | ГО | 9","300 | 50 | 200 | 50","","No text found"
"page01_tile0023_x04500_y01800.png",4500,1800,qwen-vl-ocr,"1. Арматурные и соед | 2. Сварку соединитель | 3. Сварные швы h=6м | 4. Подготовка под сва | ГОСТ 5264-80, ГОС | ГОСТ 14098-2014-T2-РФ | 9 | Изм. Кол.уч. Лист № док. | Разработал | Пономарева","","",""
"page01_tile0024_x05400_y01800.png",5400,1800,qwen-vl-ocr,"и соединительные изделия должны удовлетворять тре | нительных элементов производить в соответствии с Т | 7-2017 и ГОСТ 5264-80. | h=6мм, кроме оговоренных. | од сварку, сварка и контроль качества сварки должны | 0, ГОСТ 6996-66, ГОСТ 23118-2019. | Данный чертеж не подлежит раз | или частным лицам без | № док. Подп. Дата | арева 11.24","","","No text found"
"page01_tile0025_x06285_y01800.png",6285,1800,qwen-vl-ocr,"","","",""
"page01_tile0026_x06285_y01800.png",6285,1800,qwen-vl-ocr,"","","",""
"page01_tile0027_x00000_y02471.png",0,2471,qwen-vl-ocr,"Инв. № док. | Подпись и дата | Взам. инв. | 2032876 | 27 НОЯ 2024 | ГОСТ 5264-80 Т1 | 3 | ГОСТ 5264-80 Н1","","","No text found"
"page01_tile0028_x00900_y02471.png",900,2471,qwen-vl-ocr,"","","",""
"page01_tile0029_x01800_y02471.png",1800,2471,qwen-vl-ocr,"350 | 10 | 50 | 6 | 50 | 6 | 4 | ГОСТ 14","50 | 6","","No text found"
"page01_tile0030_x02700_y02471.png",2700,2471,qwen-vl-ocr,"CT 14098-2014-T2-PΦ | 300 200 | 50 | 50 200 50 | 300","2","","No text found"
"page01_tile0031_x03600_y02471.png",3600,2471,qwen-vl-ocr,"9 | 50 | 350 | 9","","",""
"page01_tile0032_x04500_y02471.png",4500,2471,qwen-vl-ocr,"9 | Изм. Кол.уч. Лист № док. | Разработал | Пономарева | Проверил | Макаренко | Н.контр. | Сотников | Имя файла 4","","","No text found"
"page01_tile0033_x05400_y02471.png",5400,2471,qwen-vl-ocr,"Данный чертеж не подлежит раз | или частным лицам без | 440.02723.150 | Публичное А | РУСАЛ Братский | Экологическая реконс | Отделение переработки элек | Участок дробления и време | складирования электроли | Пристройки. Фундамент | Анкерная группа А1 | Закладные изделия Зд1, Зд | Узел 2 | 440_02723_150200_1_6_KJ5_18_00.xps","","",""
"page01_tile0034_x06285_y02471.png",6285,2471,qwen-vl-ocr,"","","",""
"page01_tile0035_x06285_y02471.png",6285,2471,qwen-vl-ocr,"","","",""
