tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0025_x00900_y01800.png",900,1800,qwen-vl-ocr,"ΦM1 | 20 | 300 | 20 | 20 | 380 | 220 | 3660 | 820 | 496 | 6000 | 3500 | 1000 | 2500 | e | 01 39 | 1","300 | 20 | 20 | 380 | 220 | 3660 | 820 | 496 | 6000 | 3500 | 1000 | 2500","",""
"page01_tile0026_x01800_y01800.png",1800,1800,qwen-vl-ocr,"300 | БФМ2 | 420 | 20 | 420 | OD | 420 | БФМ7 | 20 | 4960 | 220 | 6000 | 6000 | 2","20 | 420 | 20","","2"
"page01_tile0027_x02700_y01800.png",2700,1800,qwen-vl-ocr,"БФМ8 | 300 | 20 | 220 | 5560 | 6000 | 20 | 220 | 3 | 4","","","No text found"
"page01_tile0028_x03600_y01800.png",3600,1800,qwen-vl-ocr,"БФМ4 | 420 | 20 | 20 | БФМ7 | БФМ8 | БФМ1 | 300 | 20 | 220 | 6000 | 220 | 556 | 600 | 5","20 | 220 | 420 | 20 | 300","","No text found"
"page01_tile0029_x04500_y01800.png",4500,1800,qwen-vl-ocr,"ΦM11 | БФМ10 | БФМ8 | БФМ10 | 20 | 220 | 20 | 220 | 5560 | 6000 | 5560 | 6000 | 2 | 22 | 6","700 | 300","","No text found"
"page01_tile0030_x05400_y01800.png",5400,1800,qwen-vl-ocr,"0 | БФМ8 | 300 | БФМ11 | 20 | 220 | 20 | 220 | 5560 | 6000 | 20 | 220 | 7 | 8","","","No text found"
"page01_tile0031_x06300_y01800.png",6300,1800,qwen-vl-ocr,"20 | 420 | OB | БФМ4 | 220 | 6000 | 18000 | 9","","",""
"page01_tile0032_x07200_y01800.png",7200,1800,qwen-vl-ocr,"OC | 320 | 20 | 300 | 20 | 220 | 1610 | 6000 | 4000 | 2000 | 12 | 12/1 | 1:","","","No text found"
"page01_tile0033_x08100_y01800.png",8100,1800,qwen-vl-ocr,"700 | 300 | 700 | БФМ12 | 20 | 220 | 20 | 220 | 20 | 220 | 5560 | 6000 | 13 | 14","700 | 300 | 700","","No text found"
"page01_tile0034_x09000_y01800.png",9000,1800,qwen-vl-ocr,"300 | БФМ12 | 20 | 220 | 20 | 220 | 5560 | 6000 | 2110 | 15 | 300 | БФМ","700","","No text found"
"page01_tile0035_x09317_y01800.png",9317,1800,qwen-vl-ocr,"5ФМ12 | 300 | БФМ17 | 20 | 20 | 220 | 220 | 2110 | 15","700 | 20","","No text found"
"page01_tile0036_x00000_y02700.png",0,2700,qwen-vl-ocr,"отделение (АМО) | Спецификация | Поз. | Обозначе | БФМ1 | 440.02723.150200.1.6-КЖ | БФМ2 | 440.02723.150200.1.6-КЖ | БФМ3 | 440.02723.150200.1.6-КЖ | БФМ4 | 440.02723.150200.1.6-КЖ | БФМ5 | 440.02723.150200.1.6-КЖ","","","No text found"
"page01_tile0037_x00900_y02700.png",900,2700,qwen-vl-ocr,"01 39 1 | ция к схеме расположения фу | значение Наименование | Конструкции монолитные | 1.6-КЖ5, лист 11 Балка фундаментная БФМ1 | 1.6-КЖ5, лист 11 Балка фундаментная БФМ2 | 1.6-КЖ5, лист 11 Балка фундаментная БФМ3 | 1.6-КЖ5, лист 12 Балка фундаментная БФМ4 | 1.6-КЖ5, лист 12 Балка фундаментная БФМ5","","","No text found"
"page01_tile0038_x01800_y02700.png",1800,2700,qwen-vl-ocr,"2 | фундаментных балок | Кол | Масса | Примеч. | ед., кг","","","No text found"
"page01_tile0039_x02700_y02700.png",2700,2700,qwen-vl-ocr,"3 | 4 | 2 | 0.000 | ПО1(4) | 20 | cm.prk","","",""
"page01_tile0040_x03600_y02700.png",3600,2700,qwen-vl-ocr,"Разрез 1-1 | 5 | 2 | А1 | БФМ6 | см. примеч.п.6 | 3660 | 20 | см. 440.0 | по1 (4)","","",""
"page01_tile0041_x04500_y02700.png",4500,2700,qwen-vl-ocr,"Колонна | 440.02723.150200.1.6-КЖ6 | БФМ5 | (4) | Колонна | 440.02723.150200.1.","","",""
"page01_tile0042_x05400_y02700.png",5400,2700,qwen-vl-ocr,"7 | 8 | Разр | на | D200.1.6-ЮК6 | 20 | 1(4)","","","No text found"
"page01_tile0043_x06300_y02700.png",6300,2700,qwen-vl-ocr,"азрез 2-2 | 5960 | БФМ7 | 20 | no1 (4)","","","No text found"
"page01_tile0044_x07200_y02700.png",7200,2700,qwen-vl-ocr,"12 | 12/1 | 13 | Колонна | СМ. 440.02723.150200.1.6-ЮЖ6 | Ростверк | СМ. 440.02723.150200.1.6-ЮЖ1 | 1. | 2. | 3. | 4. | 5. | 6. | 7. | 8.","","",""
"page01_tile0045_x08100_y02700.png",8100,2700,qwen-vl-ocr,"13 | 14 | 1. Общие указания даны на листе 1. | 2. Под фундаментными балками предусматривается | Подготовку выполнить шире подошвы на 100 мм | 3. Боковые поверхности конструкций, соприкасающие | холодной битумной грунтовке. В спецификации у | элемент, м². | 4. Обратную засыпку выполнять щПС (фракция 0 | уплотнения Купл = 0,95. | 5. При производстве работ не допускать промерза | 6. Выполнить соединение фундаментных балок БФ | поз. А1. Для этого выполнить отверстия Ø 12 мм | установить в предварительно просверленные от | 7. Температурно-деформационные швы выполнить | 8.","","",""
"page01_tile0046_x09000_y02700.png",9000,2700,qwen-vl-ocr,"15 | вается подготовка из бетона В7,5 толщиной 100 мм. | 00 мм с каждой стороны. | сающиеся с грунтом, обмазать горячим битумом за 2 | ции указана площадь покрываемой поверхности на о | ия 0-20) с послойным уплотнением слоями 300 мм до | ерзания и замачивания грунтов основания. | ок БФМ5, БФМ6 к ростверкам при помощи анкерных ст | 12 мм. Отверстия отчистить от пыли и грязи. Поз. А1, | ые отверстия на эпоксидном клее. | лнить согласно листу 3.","","",""
"page01_tile0047_x09317_y02700.png",9317,2700,qwen-vl-ocr,"15 | ка из бетона В7,5 толщиной 100 мм. | тороны. | том, обмазать горячим битумом за 2 раза по | щадь покрываемой поверхности на один | йным уплотнением слоями 300 мм до коэф. | ивания грунтов основания. | ростверкам при помощи анкерных стержней | отчистить от пыли и грязи. Поз. А1. | эпоксидном клее. | исту 3.","","",""
"page01_tile0048_x00000_y03600.png",0,3600,qwen-vl-ocr,"","","",""
"page01_tile0049_x00900_y03600.png",900,3600,qwen-vl-ocr,"1.6-КЖ5, лист 12 Балка фундаментная БФМ5 | 1.6-КЖ5, лист 12 Балка фундаментная БФМ6 | 1.6-КЖ5, лист 13 Балка фундаментная БФМ7 | 1.6-КЖ5, лист 13 Балка фундаментная БФМ8 | 1.6-КЖ5, лист 13 Балка фундаментная БФМ9 | 1.6-КЖ5, лист 14 Балка фундаментная БФМ10 | 1.6-КЖ5, лист 14 Балка фундаментная БФМ11 | 1.6-КЖ5, лист 14 Балка фундаментная БФМ12 | 1.6-КЖ5, лист 15 Балка фундаментная БФМ13 | 1.6-КЖ5, лист 15 Балка фундаментная БФМ14 | 1.6-КЖ5, лист 15 Балка фундаментная БФМ15","","","No text found"
"page01_tile0050_x01800_y03600.png",1800,3600,qwen-vl-ocr,"","","",""
"page01_tile0051_x02700_y03600.png",2700,3600,qwen-vl-ocr,"0,000 | 20 | пo1(4) | -0,700 | -1,900 | Ростверх | Ростверх | см. 440.02723.150100.1.6-ЮК1 | см. 440.02723.150200","","",""
"page01_tile0052_x03600_y03600.png",3600,3600,qwen-vl-ocr,"3660 | 20 | твёрд | 150200.1.6-КЖ1 | 380 | 1 | 2","3660 | 20 | 380","",""
"page01_tile0053_x04500_y03600.png",4500,3600,qwen-vl-ocr,"0,000 | -1,200 | -1,950 | A1 | см. примеч.п.6 | Рсм1 | -1,200 | -2,000 | Арматура роствер | условно не показа","-1,200 | -1,950","",""
"page01_tile0054_x05400_y03600.png",5400,3600,qwen-vl-ocr,"СМ1 | 200 | 0,000 | островерков | показана | 180 (для Ø12) | 240 (для Ø16) | 300 (для Ø20) | (4) | Бетонная | подготовка В","","",""
"page01_tile0055_x06300_y03600.png",6300,3600,qwen-vl-ocr,"БФМ7 | по1 (4) | 0,000 | -1,750 | (для Ø12) 180 | (для Ø16) 240 | (для Ø20) 300 | тонная | овка В7,5","","",""
"page01_tile0056_x07200_y03600.png",7200,3600,qwen-vl-ocr,"Ростверк | СМ. 440.02723.150200.1.6-ЮЖ1 | -0,700 | -1,200 | -1,950 | Изм. | Разра | Пров | Н.кон","","",""
"page01_tile0057_x08100_y03600.png",8100,3600,qwen-vl-ocr,"установить в предварительно просверленные от | 7. Температурно-деформационные швы выполнить | 8. Размеры* и отметки* проемов для прохождения | уточнены после окончательного задания по разд | 9. Плитную часть ростверков и фундаментные бал | опалубке. | Изм. Коп.уч. Лист № док. Подп. Дата | Разработал По ном ар е в а 11.24 | Проверил Макаренко 11.24 | Н. контр. Сотников 11.24 | Отделение | Участок д | склади","","",""
"page01_tile0058_x09000_y03600.png",9000,3600,qwen-vl-ocr,"440.02723.150200.1.6-KJK5 | Публичное Акционерное Общество | РУСАЛ Братский Алюминиевый Завод | Экологическая реконструкция. 1 этап строительства | Стадия Лист | Р 5 | Приложение к Фундаменту","","",""
"page01_tile0059_x09317_y03600.png",9317,3600,qwen-vl-ocr,"","","",""
"page01_tile0060_x00000_y03912.png",0,3912,qwen-vl-ocr,"","","",""
"page01_tile0061_x00900_y03912.png",900,3912,qwen-vl-ocr,"1.6-КЖ5, лист 13 | Балка фундаментная БФМ8 | 1.6-КЖ5, лист 13 | Балка фундаментная БФМ9 | 1.6-КЖ5, лист 14 | Балка фундаментная БФМ10 | 1.6-КЖ5, лист 14 | Балка фундаментная БФМ11 | 1.6-КЖ5, лист 14 | Балка фундаментная БФМ12 | 1.6-КЖ5, лист 15 | Балка фундаментная БФМ13 | 1.6-КЖ5, лист 15 | Балка фундаментная БФМ14 | 1.6-КЖ5, лист 15 | Балка фундаментная БФМ15 | 1.6-КЖ5, лист 16 | Балка фундаментная БФМ16 | 1.6-КЖ5, лист 16 | Балка фундаментная БФМ16а","","",""
"page01_tile0062_x01800_y03912.png",1800,3912,qwen-vl-ocr,"","","",""
"page01_tile0063_x02700_y03912.png",2700,3912,qwen-vl-ocr,"Ростверк | 440.02723.150100.1.6-ЮК1 | -1,900 | Ростверк | 440.02723.150200 | cm.","","",""
"page01_tile0064_x03600_y03912.png",3600,3912,qwen-vl-ocr,"твёрд | 150200.1.6-КЖ1 | 380 | 1 | 2","","",""
"page01_tile0065_x04500_y03912.png",4500,3912,qwen-vl-ocr,"-1,200 | -1,950 | A1 | см. примеч.п.6 | Арматура роствер | условно не показа","-1,200 | -2,000","","No text found"
"page01_tile0066_x05400_y03912.png",5400,3912,qwen-vl-ocr,"200 | 0,000 | оствёрков | показана | Бетонная | подготовка В | 180 (для Ø12) | 240 (для Ø16) | 300 (для Ø20)","","",""
"page01_tile0067_x06300_y03912.png",6300,3912,qwen-vl-ocr,"-1,750 | (для Ø12) 180 | (для Ø16) 240 | (для Ø20) 300 | тонная | овка В7,5","","","No text found"
"page01_tile0068_x07200_y03912.png",7200,3912,qwen-vl-ocr,"-1,200 | -1,950 | Изм. | Разра | Пров | Н.КОН | A","","",""
"page01_tile0069_x08100_y03912.png",8100,3912,qwen-vl-ocr,"Изм. Кол.уч. Лист № док. Подп. Дата | Разработал | По номарева | 11.24 | 4 | Проверил | Макаренко | 11.24 | Н. контр. | Сотников | 11.24 | Отделение | Участок д | склади | Прист | Схема распол | Имя файла 440_02723_150200_1_6_KJ5_05_0","","",""
"page01_tile0070_x09000_y03912.png",9000,3912,qwen-vl-ocr,"ННЫЙ ЧЕРТЕЖ НЕ ПОДЛЕЖИТ РАЗМНОЖЕНИЮ И ПЕРЕДАЧЕ ДРУГИМ ОРГАНИ | или частным лицам без согласия АО "РУСАЛ ВАМИ" | 440.02723.150200.1.6-КЖ5 | Публичное Акционерное Общество | РУСАЛ Братский Алюминиевый Завод | Экологическая реконструкция. 1 этап строительства | ение переработки электролита | сток дробления и временного | кладирования электролита | Пристройки. Фундаменты | аспопожения фундаментных балок | АО "РУСАЛ ВА | С.-ПЕТЕРБУ | 5_05_00.xps | Фо","","",""
"page01_tile0071_x09317_y03912.png",9317,3912,qwen-vl-ocr,"","","",""
